Número de factura,Estado de factura,Tipo de factura,CUPS,Fecha desde,Fecha hasta,Fecha emisión,Fecha inicio energia,Fecha fin energia,Fecha inicio potencia,Fecha fin potencia,Base imponible (€),Dirección,Municipio,Provincia,Nombre suministro,Código suministro,Razón social,CIF,Tarifa de acceso,Comercializadora,Remesa,Tipo de lectura,Número de contador,Lectura inicio consumo activa P1 (kWh),Lectura fin consumo activa P1 (kWh),Consumo activa P1 (kWh),Lectura inicio consumo activa P2 (kWh),Lectura fin consumo activa P2 (kWh),Consumo activa P2 (kWh),Lectura inicio consumo activa P3 (kWh),Lectura fin consumo activa P3 (kWh),Consumo activa P3 (kWh),Lectura inicio consumo activa P4 (kWh),Lectura fin consumo activa P4 (kWh),Consumo activa P4 (kWh),Lectura inicio consumo activa P5 (kWh),Lectura fin consumo activa P5 (kWh),Consumo activa P5 (kWh),Lectura inicio consumo activa P6 (kWh),Lectura fin consumo activa P6 (kWh),Consumo activa P6 (kWh),Consumo activa total (kWh),Lectura inicio consumo reactiva inductiva P1 (kVArh),Lectura fin consumo reactiva inductiva P1 (kVArh),Consumo reactiva inductiva P1 (kVarh),Lectura inicio consumo reactiva inductiva P2 (kVArh),Lectura fin consumo reactiva inductiva P2 (kVArh),Consumo reactiva inductiva P2 (kVarh),Lectura inicio consumo reactiva inductiva P3 (kVArh),Lectura fin consumo reactiva inductiva P3 (kVArh),Consumo reactiva inductiva P3 (kVarh),Lectura inicio consumo reactiva inductiva P4 (kVArh),Lectura fin consumo reactiva inductiva P4 (kVArh),Consumo reactiva inductiva P4 (kVarh),Lectura inicio consumo reactiva inductiva P5 (kVArh),Lectura fin consumo reactiva inductiva P5 (kVArh),Consumo reactiva inductiva P5 (kVarh),Lectura inicio consumo reactiva inductiva P6 (kVArh),Lectura fin consumo reactiva inductiva P6 (kVArh),Consumo reactiva inductiva P6 (kVarh),Consumo reactiva inductiva total (kVarh),Lectura fin maxímetro P1 (kW),Maxímetro P1 (kW),Lectura fin maxímetro P2 (kW),Maxímetro P2 (kW),Lectura fin maxímetro P3 (kW),Maxímetro P3 (kW),Lectura fin maxímetro P4 (kW),Maxímetro P4 (kW),Lectura fin maxímetro P5 (kW),Maxímetro P5 (kW),Lectura fin maxímetro P6 (kW),Maxímetro P6 (kW),Maxímetro total (kW),Potencia contratada P1 (kW),Potencia contratada P2 (kW),Potencia contratada P3 (kW),Potencia contratada P4 (kW),Potencia contratada P5 (kW),Potencia contratada P6 (kW),Importe TE (€),Importe TP (€),Importe TR (€),Importe IE,Importe alquiler (€),Importe impuestos (€),Importe otros conceptos (€),Importe otros conceptos sin IE (€),Cuenta bancaria,Factura rectificada,Importe total (€),Importe excesos P1,Importe excesos P2,Importe excesos P3,Importe excesos P4,Importe excesos P5,Importe excesos P6,Importe excesos de potencia,Nombre del fichero,Importe TE P1(€),Importe TE P2(€),Importe TE P3(€),Importe TE P4(€),Importe TE P5(€),Importe TE P6(€),Importe TP P1(€),Importe TP P2(€),Importe TP P3(€),Importe TP P4(€),Importe TP P5(€),Importe TP P6(€),Consumo vertido (kWh),Precio vertido (€/kWh),Importe TE vertido (€),Ajuste gas,Ignorar restricciones,Estado pago,Tensión lectura,Importe otros conceptos sin IVA
P25CON010511562,ACTIVA,NORMAL,ES0021000008025302HR,31/01/2025,28/02/2025,06/03/2025,,,,,180.96,"Calderón de la Barca, 39",Gandia,Valencia/València,GANDÍA-2,4609 - Gandía-2,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,176323251,,,226.00,,,122.00,,,0.00,,,0.00,,,0.00,,,204.00,552.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,1.00,1.00,,8.60,,10.12,,0.00,,0.00,,0.00,,7.18,10.12,11.00,12.00,12.00,12.00,12.00,19.80,129.35,37.54,0.00,8.53,5.54,38.00,0.00,0.00,,,218.96,,,,,,,0.00,18318028,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON011243671,ACTIVA,NORMAL,ES0031408110586012DH,31/01/2025,28/02/2025,10/03/2025,,,,,"1,120.43","Vía Augusta, 18",Barcelona,Barcelona,"VIA AUGUSTA, 18  6","7003 - Via Augusta, 18  6",ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300000923,,,"1,778.00",,,"1,109.00",,,0.00,,,0.00,,,0.00,,,"1,014.00","3,901.00",,,86.00,,,40.00,,,0.00,,,0.00,,,0.00,,,13.00,139.00,,18.00,,20.00,,0.00,,0.00,,0.00,,15.00,20.00,23.00,40.00,40.00,40.00,40.00,40.00,954.29,101.83,0.00,54.01,9.94,235.29,0.00,0.36,,,"1,355.72",,,,,,,0.00,18340297,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON011287896,ACTIVA,NORMAL,ES0021000043404144BJ,31/01/2025,28/02/2025,11/03/2025,,,,,"2,636.62","VIA AUGUSTA, 36",Barcelona,Barcelona,MÓSTOLES,2807 - Móstoles,,,3.0TD,ENDESA,,REAL,49503756,,,"4,074.00",,,"3,298.00",,,0.00,,,0.00,,,0.00,,,605.00,"7,977.00",,,24.00,,,23.00,,,0.00,,,0.00,,,0.00,,,1.00,48.00,,71.20,,78.14,,0.00,,0.00,,0.00,,42.99,78.14,54.55,54.55,54.55,54.55,54.55,54.55,"2,070.23",173.83,0.00,127.89,7.36,553.69,0.00,0.00,,,"3,190.31",,,,,,,257.31,18344481,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON011287898,ACTIVA,NORMAL,ES0031405151382002EC,31/01/2025,28/02/2025,11/03/2025,,,,,"1,087.28","Montpalau, 4-6",Pineda de Mar,Barcelona,PINEDA DE MAR,0812 - Pineda De Mar,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,85125035,,,"1,570.00",,,"1,213.00",,,0.00,,,0.00,,,0.00,,,792.00,"3,575.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,21.00,,23.00,,0.00,,0.00,,0.00,,17.00,23.00,45.00,45.00,45.00,50.00,50.00,50.00,875.17,146.21,0.00,52.22,13.68,228.33,0.00,0.00,,,"1,315.61",,,,,,,0.00,18344485,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON011243638,ACTIVA,NORMAL,ES0021000009322654MS,31/01/2025,28/02/2025,10/03/2025,,,,,"8,710.70","Av. de Salamanca, 1 -Edificio Duque de Lerma-",Valladolid,Valladolid,VALLADOLID,4701 - Valladolid,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49884210,,,"7,758.00",,,"6,030.00",,,0.00,,,0.00,,,0.00,,,"8,088.00","21,876.00",,,"1,366.00",,,"1,112.00",,,0.00,,,0.00,,,0.00,,,486.00,"2,964.00",,147.48,,145.47,,0.00,,0.00,,0.00,,104.09,147.48,52.00,52.00,52.00,150.00,150.00,150.00,"5,000.90",221.07,0.00,423.33,7.36,"1,829.25",0.00,0.00,,,"10,539.95",,,,,,,"3,058.04",18340266,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON010380510,ACTIVA,NORMAL,ES0031102697072001WN,31/01/2025,28/02/2025,05/03/2025,,,,,678.26,Avda. Doctor Rubio s/nº,Huelva,Huelva,HUELVA,2101 - Huelva,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,95123348,,,"1,143.00",,,535.00,,,0.00,,,0.00,,,0.00,,,500.00,"2,178.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,24.00,,24.00,,0.00,,0.00,,0.00,,4.00,24.00,15.00,24.00,24.00,24.00,24.00,66.00,551.77,67.28,0.00,31.65,27.56,142.43,0.00,0.00,,,820.69,,,,,,,0.00,18317973,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON010511546,ACTIVA,NORMAL,ES0021000008025253SK,31/01/2025,28/02/2025,06/03/2025,,,,,695.06,"Plaça Parc de l'Estació, 20",Gandia,Valencia/València,GANDÍA,4604 - Gandía,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49506102,,,"1,229.00",,,593.00,,,0.00,,,0.00,,,0.00,,,322.00,"2,144.00",,,293.00,,,115.00,,,0.00,,,0.00,,,0.00,,,20.00,428.00,,20.10,,21.88,,0.00,,0.00,,0.00,,4.45,21.88,25.00,25.00,25.00,49.50,49.50,49.50,562.48,93.50,0.00,33.54,5.54,145.96,0.00,0.00,,,841.02,,,,,,,0.00,18318014,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON011243695,ACTIVA,NORMAL,ES0031406277612001GJ,31/01/2025,28/02/2025,10/03/2025,,,,,"1,177.69","Jaume Casanovas, 190-192","Prat de Llobregat, El",Barcelona,PRAT DE LLOBREGAT,0815 - Prat De Llobregat,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,13008198,,,"2,038.00",,,"1,019.00",,,0.00,,,0.00,,,0.00,,,687.00,"3,744.00",,,468.00,,,164.00,,,0.00,,,0.00,,,0.00,,,0.00,632.00,,32.40,,29.00,,0.00,,0.00,,0.00,,12.00,32.40,45.00,45.00,45.00,50.00,50.00,50.00,964.74,146.21,0.00,56.80,9.94,247.31,0.00,0.00,,,"1,425.00",,,,,,,0.00,18340336,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON011243672,ACTIVA,NORMAL,ES0021000009664826RQ,31/01/2025,28/02/2025,10/03/2025,,,,,"1,543.45","Avda. Sabino Arana, 33-35",Bilbao,Bizkaia,BILBAO,4801 - Bilbao,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49885964,,,"2,338.00",,,"1,664.00",,,0.00,,,0.00,,,0.00,,,"1,309.00","5,311.00",,,53.00,,,101.00,,,0.00,,,0.00,,,0.00,,,201.00,355.00,,34.58,,53.02,,0.00,,0.00,,0.00,,33.43,53.02,25.00,44.00,44.00,44.00,44.00,120.00,"1,294.14",119.47,0.00,74.72,7.36,324.12,0.00,0.00,,,"1,867.57",,,,,,,47.76,18340298,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON010511542,ACTIVA,NORMAL,ES0031408110586018XR,31/01/2025,28/02/2025,06/03/2025,,,,,"1,124.20","VIA AUGUSTA 18 ESC.1, ENT",Barcelona,Barcelona,"VIA AUGUSTA 18 ESC.1, ENT",0801 - Via Augusta 18,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300006985,,,"1,797.00",,,"1,138.00",,,0.00,,,0.00,,,0.00,,,"1,000.00","3,935.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,17.00,,14.00,,0.00,,0.00,,0.00,,8.00,17.00,30.00,30.00,30.00,30.00,30.00,30.00,964.11,95.59,0.00,54.20,9.94,236.08,0.00,0.36,,,"1,360.28",,,,,,,0.00,18318010,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON030142515,ACTIVA,NORMAL,ES0022000008919523DH,04/02/2025,28/02/2025,22/06/2025,,,,,"1,163.97","Gl. Poeta Uxio Novoneira, 1",Ferrol,"Coruña, A",FERROL,1502 - Ferrol,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,68076,127264,128094,"1,617.00",394873,396385,"1,036.00",126738,127691,0.00,17626,17831,0.00,52232,52769,0.00,34853,35151,"1,682.00","4,335.00",11284,11291,0.00,35054,35070,0.00,12487,12500,0.00,2041,2044,0.00,6279,6286,0.00,4265,4266,0.00,0.00,31,31.00,30,30.00,29,29.00,25,25.00,27,27.00,27,27.00,31.00,31.00,50.00,50.00,50.00,50.00,50.00,995.36,111.99,0.00,56.62,0.00,244.43,0.00,0.00,,,"1,408.40",,,,,,,0.00,19022929,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON010808119,ACTIVA,NORMAL,ES0031102010991014ZD,30/01/2025,28/02/2025,07/03/2025,,,,,428.31,"Lealas, 43",Jerez de la Frontera,Cádiz,JEREZ,1103 - Jerez,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,13022666,,,495.00,,,315.00,,,0.00,,,0.00,,,0.00,,,333.00,"1,143.00",,,240.00,,,197.00,,,0.00,,,0.00,,,0.00,,,287.00,724.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,35.00,35.00,35.00,35.00,35.00,35.00,275.12,115.51,7.05,20.33,10.30,89.95,0.00,0.00,,,518.26,,,,,,,0.00,18321069,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON011243658,ACTIVA,NORMAL,ES0021000007536341XC,31/01/2025,28/02/2025,10/03/2025,,,,,"1,068.19","Plaza Filipinas, 2",Toledo,Toledo,TOLEDO,4501 - Toledo,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49509369,,,"1,460.00",,,"1,264.00",,,0.00,,,0.00,,,0.00,,,754.00,"3,478.00",,,194.00,,,167.00,,,0.00,,,0.00,,,0.00,,,54.00,415.00,,31.05,,44.54,,0.00,,0.00,,0.00,,14.91,44.54,32.00,70.00,70.00,70.00,70.00,70.00,845.21,165.75,0.00,51.69,5.54,224.32,0.00,0.00,,,"1,292.51",,,,,,,0.00,18340286,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON012772364,ACTIVA,NORMAL,ES0031408544624004WL,31/01/2025,28/02/2025,18/03/2025,,,,,"2,002.76",CREU 27-LOCAL 2 I.IGLESIAS 2,Badalona,Barcelona,BADALONA,0805 - Badalona,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,502307997,,,"2,710.00",,,"1,969.00",,,0.00,,,0.00,,,0.00,,,"2,622.00","7,301.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,28.00,,28.00,,0.00,,0.00,,0.00,,28.00,28.00,69.00,69.00,69.00,69.00,69.00,69.00,"1,685.48",219.87,0.00,97.41,0.00,420.58,0.00,0.00,,,"2,423.34",,,,,,,0.00,18402984,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON010380507,ACTIVA,NORMAL,ES0031406231302005SB,31/01/2025,28/02/2025,05/03/2025,,,,,"2,290.37","Av. Carrilet, 223","Hospitalet de Llobregat, L'",Barcelona,HOSPITALET DE LLOBREGAT,0806 - Hospitalet De Llobregat,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,85127982,,,"3,720.00",,,"4,600.00",,,0.00,,,0.00,,,0.00,,,"2,086.00","10,406.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,40.00,,40.00,,0.00,,0.00,,0.00,,20.00,40.00,50.00,51.00,51.00,51.00,51.00,100.00,"1,986.64",166.11,0.00,110.06,27.56,480.98,0.00,0.00,,,"2,771.35",,,,,,,0.00,18317970,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON010511550,ACTIVA,NORMAL,ES0021000009728591ZW,31/01/2025,28/02/2025,06/03/2025,,,,,"1,339.17","Murueta, Torre 2 A",Durango,Bizkaia,DURANGO,4804 - Durango,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,35043125,,,"2,012.00",,,"1,212.00",,,0.00,,,0.00,,,0.00,,,798.00,"4,022.00",,,193.00,,,146.00,,,0.00,,,0.00,,,0.00,,,104.00,443.00,,41.26,,39.94,,0.00,,0.00,,0.00,,30.68,41.26,27.00,28.00,28.00,28.00,28.00,50.00,"1,014.88",90.01,0.00,64.78,7.36,281.23,0.00,0.00,,,"1,620.40",,,,,,,162.14,18318018,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON010808122,ACTIVA,NORMAL,ES0031408248171001XL,31/01/2025,28/02/2025,07/03/2025,,,,,402.46,Col.legi nº 6,Terrassa,Barcelona,TERRASSA,0834 - Terrassa,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300118481,,,588.00,,,330.00,,,0.00,,,0.00,,,0.00,,,412.00,"1,330.00",,,43.00,,,35.00,,,0.00,,,0.00,,,0.00,,,23.00,101.00,,10.00,,10.00,,0.00,,0.00,,0.00,,6.00,10.00,6.00,11.00,11.00,11.00,11.00,20.78,320.15,28.53,0.00,19.09,9.94,84.52,0.00,0.00,,,486.98,,,,,,,24.75,18321075,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON010380509,ACTIVA,NORMAL,ES0031406191677004GP,31/01/2025,28/02/2025,05/03/2025,,,,,"2,685.63","Humbert Torres, 10",Lleida,Lleida,LLEIDA,2501 - Lleida,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,95122852,,,"3,265.00",,,"2,278.00",,,0.00,,,0.00,,,0.00,,,"5,501.00","11,044.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,44.00,,44.00,,0.00,,0.00,,0.00,,40.00,44.00,39.00,48.00,48.00,48.00,48.00,80.00,"2,386.07",142.71,0.00,129.29,27.56,563.98,0.00,0.00,,,"3,249.61",,,,,,,0.00,18317972,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON010511545,ACTIVA,NORMAL,ES0021000009924299JA,31/01/2025,28/02/2025,06/03/2025,,,,,434.68,"San Juan Bautista, 1",Portugalete,Bizkaia,PORTUGALETE,4802 - Portugalete,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,44441640,,,697.00,,,307.00,,,0.00,,,0.00,,,0.00,,,258.00,"1,262.00",,,157.00,,,38.00,,,0.00,,,0.00,,,0.00,,,1.00,196.00,,16.40,,15.90,,0.00,,0.00,,0.00,,5.39,16.40,13.00,17.00,18.00,41.50,41.50,41.50,324.92,62.31,0.00,20.87,5.54,91.28,0.00,0.00,,,525.96,,,,,,,21.04,18318013,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON010380493,ACTIVA,NORMAL,ES0031408341913001BE,31/01/2025,28/02/2025,05/03/2025,,,,,"2,895.30","Casp, 76",Barcelona,Barcelona,BARCELONA-CASP,0803 - Barcelona-Casp,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,73000421,,,"3,500.00",,,"2,663.00",,,0.00,,,0.00,,,0.00,,,"2,335.00","8,498.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,52.00,,44.00,,0.00,,0.00,,0.00,,52.00,52.00,218.00,218.00,218.00,218.00,218.00,218.00,"2,033.60",694.65,0.00,139.49,27.56,608.01,0.00,0.00,,,"3,503.31",,,,,,,0.00,18317957,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON011243682,ACTIVA,NORMAL,ES0031406104147001RR,31/01/2025,28/02/2025,10/03/2025,,,,,"1,142.32","Rambla Lluch, 15",Gavà,Barcelona,GAVÁ,0816 - Gavá,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300018976,,,"1,853.00",,,"1,322.00",,,0.00,,,0.00,,,0.00,,,353.00,"3,528.00",,,586.00,,,467.00,,,0.00,,,0.00,,,0.00,,,0.00,"1,053.00",,39.00,,36.00,,0.00,,0.00,,0.00,,2.00,39.00,50.00,50.00,50.00,50.00,50.00,50.00,916.70,159.32,1.28,55.08,9.94,239.89,0.00,0.00,,,"1,382.21",,,,,,,0.00,18340312,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON011243670,ACTIVA,NORMAL,ES0021000007301697CE,31/01/2025,28/02/2025,10/03/2025,,,,,"1,265.61","Eduardo Saavedra, 65",Soria,Soria,SORIA,4201 - Soria,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,35045700,,,"1,737.00",,,"1,197.00",,,0.00,,,0.00,,,0.00,,,"1,796.00","4,730.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,21.30,,20.57,,0.00,,0.00,,0.00,,17.42,21.30,29.00,39.00,39.00,39.00,39.00,65.00,"1,085.16",111.89,0.00,61.20,7.36,265.78,0.00,0.00,,,"1,531.39",,,,,,,0.00,18340296,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON010808124,ACTIVA,NORMAL,ES0021000010451115XG,31/01/2025,28/02/2025,07/03/2025,,,,,509.54,CALLE BANDERAS DE CASTILLA Nº2,Talavera de la Reina,Toledo,TALAVERA DE LA REINA,4503 - Talavera De La Reina,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,47520132,,,786.00,,,448.00,,,0.00,,,0.00,,,0.00,,,200.00,"1,434.00",,,492.00,,,292.00,,,0.00,,,0.00,,,0.00,,,2.00,786.00,,17.75,,16.44,,0.00,,0.00,,0.00,,7.72,17.75,11.00,16.00,19.00,19.00,19.00,19.00,373.22,46.12,15.66,24.51,5.54,107.00,0.00,0.00,,,616.54,,,,,,,44.49,18321079,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON010332618,ACTIVA,NORMAL,ES0031102811317001GX,01/02/2025,28/02/2025,05/03/2025,,,,,"18,650.38","Américo Vespucio, 8 -Isla de la Cartuja-",Sevilla,Sevilla,Hospital Sevilla-Cartuja,"4104 - Hospital Sevilla-Cartuja - Américo Vespucio, 8 -Isla de la Cartuja-",ASEPEYO,G08215824,6.1TD,ENDESA,,REAL,,,,"32,115.00",,,"22,920.00",,,0.00,,,0.00,,,0.00,,,"35,255.00","90,290.00",,,"1,043.00",,,277.00,,,0.00,,,0.00,,,0.00,,,"1,078.00","2,398.00",,380.00,,416.00,,0.00,,0.00,,0.00,,436.00,436.00,450.00,450.00,450.00,450.00,450.00,550.00,"15,718.48","2,024.74",0.00,907.16,0.00,"3,916.58",0.00,0.00,,,"22,566.96",,,,,,,0.00,18314375,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON011243669,ACTIVA,NORMAL,ES0021000002276644VD,31/01/2025,28/02/2025,10/03/2025,,,,,"1,048.46","Avda. Hernán Cortés, 36",Cáceres,Cáceres,CÁCERES,1001 - Cáceres,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,35044813,,,"1,534.00",,,"1,285.00",,,0.00,,,0.00,,,0.00,,,629.00,"3,448.00",,,239.00,,,212.00,,,0.00,,,0.00,,,0.00,,,35.00,486.00,,29.72,,36.40,,0.00,,0.00,,0.00,,27.22,36.40,24.00,38.00,38.00,45.00,45.00,45.00,852.86,103.93,0.00,50.73,5.54,220.18,0.00,0.00,,,"1,268.64",,,,,,,35.40,18340295,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON010380503,ACTIVA,NORMAL,ES0031408367614001ZV,31/01/2025,28/02/2025,05/03/2025,,,,,670.65,"Passeig de l'Estació, 5",Valls,Tarragona,VALLS,4302 - Valls,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,200306460,,,"1,005.50",,,694.97,,,0.00,,,0.00,,,0.00,,,394.55,"2,095.02",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,20.21,,20.66,,0.00,,0.00,,0.00,,11.19,20.66,30.00,30.00,30.00,43.65,43.65,43.65,525.26,103.31,0.00,32.14,9.94,140.84,0.00,0.00,,,811.49,,,,,,,0.00,18317967,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON010511541,ACTIVA,NORMAL,ES0021000003468166AQ,31/01/2025,28/02/2025,06/03/2025,,,,,"1,448.20","Amilaga Kalea, 29",Bergara,Gipuzkoa,BERGARA,2003 - Bergara,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,47931633,,,"1,888.00",,,"1,046.00",,,0.00,,,0.00,,,0.00,,,"1,499.00","4,433.00",,,"1,053.00",,,459.00,,,0.00,,,0.00,,,0.00,,,468.00,"1,980.00",,43.72,,44.00,,0.00,,0.00,,0.00,,41.93,44.00,33.00,33.00,33.00,33.00,33.00,33.00,"1,053.34",105.15,22.60,70.08,7.36,304.12,0.00,0.00,,,"1,752.32",,,,,,,189.67,18318009,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON010270593,ACTIVA,NORMAL,ES0031300013926059MM,31/01/2025,28/02/2025,04/03/2025,,,,,321.30,"Avda. Cataluña, 102",Zaragoza,Zaragoza,COGULLADA,5003 - Cogullada,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,63020149,,,365.00,,,184.00,,,0.00,,,0.00,,,0.00,,,289.00,838.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,20.00,,16.00,,0.00,,0.00,,0.00,,8.00,20.00,23.00,25.00,25.00,25.00,25.00,55.00,199.69,79.76,0.00,14.29,27.56,67.47,0.00,0.00,,,388.77,,,,,,,0.00,18314367,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON011243647,ACTIVA,NORMAL,ES0021000007115109GX,31/01/2025,28/02/2025,10/03/2025,,,,,"2,015.47","Paseo de la Estación, 27-29",Salamanca,Salamanca,SALAMANCA,3701 - Salamanca,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49519677,,,"2,697.00",,,"1,838.00",,,0.00,,,0.00,,,0.00,,,"3,284.00","7,819.00",,,16.00,,,10.00,,,0.00,,,0.00,,,0.00,,,25.00,51.00,,36.30,,37.42,,0.00,,0.00,,0.00,,34.34,37.42,30.00,40.00,40.00,40.00,40.00,85.00,"1,759.94",117.06,0.00,97.67,7.36,423.25,0.00,0.00,,,"2,438.72",,,,,,,33.44,18340276,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON010380499,ACTIVA,NORMAL,ES0031405969735002WW,31/01/2025,28/02/2025,05/03/2025,,,,,"1,117.99","Av. de Roma, 12",Barcelona,Barcelona,BARCELONA-SANTS,0827 - Barcelona-Sants,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,2510358,,,"2,078.00",,,981.00,,,0.00,,,0.00,,,0.00,,,584.00,"3,643.00",,,217.00,,,27.00,,,0.00,,,0.00,,,0.00,,,0.00,244.00,,28.00,,28.00,,0.00,,0.00,,0.00,,16.00,28.00,22.00,28.00,28.00,28.00,28.00,70.00,952.84,84.55,0.00,53.04,27.56,234.78,0.00,0.00,,,"1,352.77",,,,,,,0.00,18317963,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON010380497,ACTIVA,NORMAL,ES0031408386025002RR,31/01/2025,28/02/2025,05/03/2025,,,,,"2,390.54","Plaça Cim d'Estela, 9",Berga,Barcelona,BERGA,0813 - Berga,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,85134653,,,"2,900.00",,,"1,618.00",,,0.00,,,0.00,,,0.00,,,"3,997.00","8,515.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,32.00,,32.00,,0.00,,0.00,,0.00,,24.00,32.00,21.00,24.00,24.00,24.00,24.00,55.00,"1,891.79",75.18,0.00,116.28,0.00,502.01,0.00,0.00,,,"2,892.55",,,,,,,307.29,18317961,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON036086776,ACTIVA,NORMAL,ES0022000004989841KR,29/01/2025,27/02/2025,01/08/2025,,,,,"1,333.20","Rua José Fariña Ferreño, 13 bajo",Vilagarcía de Arousa,Pontevedra,VILAGARCIA DE AROUSA,3603 - Vilagarcia De Arousa,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,45734905,3851,6229,"2,378.00",2467,3902,"1,435.00",0,0,0.00,0,0,0.00,0,0,0.00,961,1313,352.00,"4,165.00",2233,3570,"1,337.00",1270,1926,656.00,0,0,0.00,0,0,0.00,0,0,0.00,292,323,31.00,"2,024.00",33,33.00,32,32.00,0,0.00,0,0.00,0,0.00,16,16.00,33.00,25.00,52.80,52.80,52.80,52.80,52.80,"1,105.31",130.84,30.53,64.76,1.76,279.97,0.00,0.00,,,"1,613.17",,,,,,,0.00,19112166,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
