Número de factura,Estado de factura,Tipo de factura,CUPS,Fecha desde,Fecha hasta,Fecha emisión,Fecha inicio energia,Fecha fin energia,Fecha inicio potencia,Fecha fin potencia,Base imponible (€),Dirección,Municipio,Provincia,Nombre suministro,Código suministro,Razón social,CIF,Tarifa de acceso,Comercializadora,Remesa,Tipo de lectura,Número de contador,Lectura inicio consumo activa P1 (kWh),Lectura fin consumo activa P1 (kWh),Consumo activa P1 (kWh),Lectura inicio consumo activa P2 (kWh),Lectura fin consumo activa P2 (kWh),Consumo activa P2 (kWh),Lectura inicio consumo activa P3 (kWh),Lectura fin consumo activa P3 (kWh),Consumo activa P3 (kWh),Lectura inicio consumo activa P4 (kWh),Lectura fin consumo activa P4 (kWh),Consumo activa P4 (kWh),Lectura inicio consumo activa P5 (kWh),Lectura fin consumo activa P5 (kWh),Consumo activa P5 (kWh),Lectura inicio consumo activa P6 (kWh),Lectura fin consumo activa P6 (kWh),Consumo activa P6 (kWh),Consumo activa total (kWh),Lectura inicio consumo reactiva inductiva P1 (kVArh),Lectura fin consumo reactiva inductiva P1 (kVArh),Consumo reactiva inductiva P1 (kVarh),Lectura inicio consumo reactiva inductiva P2 (kVArh),Lectura fin consumo reactiva inductiva P2 (kVArh),Consumo reactiva inductiva P2 (kVarh),Lectura inicio consumo reactiva inductiva P3 (kVArh),Lectura fin consumo reactiva inductiva P3 (kVArh),Consumo reactiva inductiva P3 (kVarh),Lectura inicio consumo reactiva inductiva P4 (kVArh),Lectura fin consumo reactiva inductiva P4 (kVArh),Consumo reactiva inductiva P4 (kVarh),Lectura inicio consumo reactiva inductiva P5 (kVArh),Lectura fin consumo reactiva inductiva P5 (kVArh),Consumo reactiva inductiva P5 (kVarh),Lectura inicio consumo reactiva inductiva P6 (kVArh),Lectura fin consumo reactiva inductiva P6 (kVArh),Consumo reactiva inductiva P6 (kVarh),Consumo reactiva inductiva total (kVarh),Lectura fin maxímetro P1 (kW),Maxímetro P1 (kW),Lectura fin maxímetro P2 (kW),Maxímetro P2 (kW),Lectura fin maxímetro P3 (kW),Maxímetro P3 (kW),Lectura fin maxímetro P4 (kW),Maxímetro P4 (kW),Lectura fin maxímetro P5 (kW),Maxímetro P5 (kW),Lectura fin maxímetro P6 (kW),Maxímetro P6 (kW),Maxímetro total (kW),Potencia contratada P1 (kW),Potencia contratada P2 (kW),Potencia contratada P3 (kW),Potencia contratada P4 (kW),Potencia contratada P5 (kW),Potencia contratada P6 (kW),Importe TE (€),Importe TP (€),Importe TR (€),Importe IE,Importe alquiler (€),Importe impuestos (€),Importe otros conceptos (€),Importe otros conceptos sin IE (€),Cuenta bancaria,Factura rectificada,Importe total (€),Importe excesos P1,Importe excesos P2,Importe excesos P3,Importe excesos P4,Importe excesos P5,Importe excesos P6,Importe excesos de potencia,Nombre del fichero,Importe TE P1(€),Importe TE P2(€),Importe TE P3(€),Importe TE P4(€),Importe TE P5(€),Importe TE P6(€),Importe TP P1(€),Importe TP P2(€),Importe TP P3(€),Importe TP P4(€),Importe TP P5(€),Importe TP P6(€),Consumo vertido (kWh),Precio vertido (€/kWh),Importe TE vertido (€),Ajuste gas,Ignorar restricciones,Estado pago,Tensión lectura,Importe otros conceptos sin IVA
P25CON026793772,ACTIVA,NORMAL,ES0021000043404144BJ,30/04/2025,31/05/2025,06/06/2025,,,,,"1,213.65","VIA AUGUSTA, 36",Barcelona,Barcelona,MÓSTOLES,2807 - Móstoles,,,3.0TD,ENDESA,,REAL,49503756,36573,36573,0.00,56455,56455,0.00,26572,26572,0.00,18293,20411,"2,118.00",8244,10310,"2,066.00",17712,18458,746.00,"4,930.00",11138,11138,0.00,16138,16138,0.00,7574,7574,0.00,6371,6373,2.00,2225,2231,6.00,4188,4191,3.00,11.00,0,0.00,0,0.00,0,0.00,46,46.21,59,59.42,45,45.98,59.42,54.55,54.55,54.55,54.55,54.55,54.55,954.40,192.46,0.00,58.64,8.15,254.87,0.00,0.00,,,"1,468.52",,,,,,,0.00,18881126,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON026454224,ACTIVA,NORMAL,ES0021000012180263AN,30/04/2025,31/05/2025,05/06/2025,,,,,394.20,Calle Trinidad Redal Dufaur 53,Alzira,Valencia/València,ALZIRA,4605 - Alzira,,,3.0TD,ENDESA,,REAL,47511717,39356,39356,0.00,77983,77983,0.00,29492,29492,0.00,19238,19958,720.00,11056,11467,411.00,28013,28530,517.00,"1,648.00",4047,4047,0.00,8367,8367,0.00,2609,2609,0.00,2002,2042,40.00,913,942,29.00,763,765,2.00,71.00,0,0.00,0,0.00,0,0.00,12,12.10,8,8.16,5,5.11,12.10,15.82,17.00,17.00,17.00,17.00,31.17,309.55,59.63,0.00,18.88,6.14,82.78,0.00,0.00,,,476.98,,,,,,,0.00,18876902,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON027929976,ACTIVA,NORMAL,ES0022000007582708PD,30/04/2025,31/05/2025,11/06/2025,,,,,113.34,"VALENTIN BEATO, 24",Madrid,Madrid,CIUDAD LINEAL,2803 - Ciudad Lineal,,,3.0TD,ENDESA,,REAL,45738928,2557,2557,0.00,7535,7535,0.00,1518,1518,0.00,616,620,4.00,1576,1580,4.00,699,699,0.00,8.00,1169,1169,0.00,2941,2941,0.00,860,860,0.00,299,301,2.00,740,742,2.00,394,394,0.00,4.00,0,0.00,0,0.00,0,0.00,1,1.64,1,1.77,0,0.00,1.77,28.00,28.00,28.00,28.00,28.00,69.00,1.59,103.52,0.06,5.38,2.79,23.80,0.00,0.00,,,137.14,,,,,,,0.00,18894766,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON026454214,ACTIVA,NORMAL,ES0031105567377001BW,30/04/2025,31/05/2025,05/06/2025,,,,,843.06,CR RINCONCILLO EDI GOLETA 1 BAJO LOCAL 001,Algeciras,Cádiz,ALGECIRAS,1102 - Algeciras,,,3.0TD,ENDESA,,REAL,29504865,6744,6744,0.00,8995,8995,0.00,8546,8546,0.00,6922,8083,"1,161.00",2284,3357,"1,073.00",7211,7865,654.00,"2,888.00",31,31,0.00,37,37,0.00,428,428,0.00,350,350,0.00,46,47,0.00,99,103,0.00,0.00,0,0.00,0,0.00,0,0.00,20,20.00,28,28.00,24,24.00,28.00,63.00,63.00,63.00,63.00,63.00,63.00,550.76,222.27,0.00,39.52,30.51,177.04,0.00,0.00,,,"1,020.10",,,,,,,0.00,18881403,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON027767630,ACTIVA,NORMAL,ES0022000008815668WP,30/04/2025,31/05/2025,10/06/2025,,,,,309.72,"VIA AUGUSTA, 36",Barcelona,Barcelona,VIA AUGUSTA,VIA AUGUSTA,,,3.0TD,ENDESA,,REAL,,0,0,0.00,0,0,0.00,0,0,0.00,151,371,220.00,108,278,170.00,244,624,380.00,770.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0.00,0,0.00,0,0.00,14,14.67,17,17.22,6,6.82,17.22,43.65,43.65,43.65,43.65,43.65,43.65,138.86,154.00,0.00,14.97,1.89,65.04,0.00,0.00,,,374.76,,,,,,,0.00,P25CON027767630,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
I25CON000016148,ACTIVA,NORMAL,ES0134037588003562JG,30/04/2025,31/05/2025,11/06/2025,,,,,317.56,"GENERAL MARINA, 013 B",Melilla,Melilla,GENERAL MARINA,GENERAL MARINA,,,3.0TD,ENDESA,,REAL,,10342,10342,0.00,8490,8490,0.00,8323,8323,0.00,7614,8027,413.00,2496,2778,282.00,14732,15113,381.00,"1,076.00",3421,3421,0.00,1869,1869,0.00,1700,1700,0.00,1007,1055,48.00,155,193,38.00,573,585,12.00,98.00,0,0.00,0,0.00,0,0.00,13,13.10,13,13.14,12,12.10,13.14,28.58,28.58,28.58,28.58,28.58,28.58,200.15,100.83,0.00,15.39,1.19,3.21,0.00,0.00,,,320.77,,,,,,,0.00,I25CON000016148,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON036086779,ACTIVA,NORMAL,ES0022000004989841KR,30/04/2025,29/05/2025,01/08/2025,,,,,550.17,"Rua José Fariña Ferreño, 13 bajo",Vilagarcía de Arousa,Pontevedra,VILAGARCIA DE AROUSA,3603 - Vilagarcia De Arousa,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,45734905,6389,6389,0.00,6194,6194,0.00,1442,1442,0.00,1257,2186,929.00,849,1551,702.00,2159,2563,404.00,"2,035.00",3657,3657,0.00,3179,3179,0.00,663,663,0.00,429,593,164.00,232,303,71.00,444,472,28.00,263.00,0,0.00,0,0.00,0,0.00,25,25.00,20,20.00,22,22.00,25.00,25.00,52.80,52.80,52.80,52.80,52.80,390.90,130.84,0.00,26.67,1.76,115.54,0.00,0.00,,,665.71,,,,,,,0.00,19112174,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON026131178,ACTIVA,NORMAL,ES0022000007289476RG,27/04/2025,28/05/2025,03/06/2025,,,,,227.91,"Carlos Vázquez, 4  1ª Pl.",Ciudad Real,Ciudad Real,CIUDAD REAL-2,1305 - Ciudad Real 2,ASEPEYO,G08215824,2.0TD,ENDESA,,REAL,36341411,71039,71344,305.00,86212,86550,338.00,11188,11398,210.00,,,0.00,,,0.00,,,0.00,853.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,10.39,10.39,0.00,0.00,0.00,0.00,191.11,24.39,0.00,11.02,1.39,47.86,0.00,0.00,,,275.77,,,,,,,0.00,18868542,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON025395648,ACTIVA,NORMAL,ES0021000010507535WM,23/04/2025,25/05/2025,28/05/2025,,,,,182.85,PG INDUSTRIAL REY JUAN CARLOS I 0,Almussafes,Valencia/València,ALMUSSAFES,4608 - Almussafes,ASEPEYO,G08215824,2.0TD,ENDESA,,REAL,45141756,41014,41235,221.00,57293,57480,187.00,13783,14069,286.00,,,0.00,,,0.00,,,0.00,694.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,10.39,10.39,0.00,0.00,0.00,0.00,147.42,25.18,0.00,8.82,1.43,38.40,0.00,0.00,,,221.25,,,,,,,0.00,18866350,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON024376813,ACTIVA,NORMAL,ES0031408409233003BJ,14/04/2025,18/05/2025,22/05/2025,,,,,168.50,"Rambla Samá, 81-83",Vilanova i la Geltrú,Barcelona,VILANOVA I LA GELTRÚ,0804 - Vilanova I La Geltrú ,ASEPEYO,G08215824,2.0TD,ENDESA,,REAL,202510534,,,234.63,,,216.39,,,143.16,,,0.00,,,0.00,,,0.00,594.18,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,9.20,9.20,0.00,0.00,0.00,0.00,135.33,23.68,0.00,8.15,0.91,35.39,0.00,0.43,,,203.89,,,,,,,0.00,18784413,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON024146221,ACTIVA,NORMAL,ES0022000004978865AL,31/03/2025,16/05/2025,20/05/2025,,,,,858.45,"Barcelona, 37",Vigo,Pontevedra,VIGO,3601 - Vigo,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,1217494,,,0.00,,,0.00,,,0.00,,,"1,269.00",,,823.00,,,"1,291.00","3,383.00",,,0.00,,,0.00,,,0.00,,,136.00,,,67.00,,,327.00,530.00,,0.00,,0.00,,0.00,,20.00,,13.00,,25.00,25.00,30.00,40.00,40.00,40.00,40.00,40.00,625.74,184.64,0.00,41.43,6.64,180.27,0.00,0.00,,,"1,038.72",,,,,,,0.00,18769618,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON023930188,ACTIVA,NORMAL,ES0033770521183001JQ,13/04/2025,13/05/2025,18/05/2025,,,,,503.04,"RONDA MUSICO XOSE CASTIÑEIRA, 34",Lugo,Lugo,LUGO,2701 - Lugo,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,21E4E5MA908405603,,,0.00,,,0.00,,,0.00,,,732.00,,,469.00,,,"1,018.00","2,219.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,8.88,,9.68,,7.55,9.68,20.00,20.00,20.00,20.00,20.00,20.00,403.61,68.29,0.00,24.13,7.01,105.64,0.00,0.00,,,608.68,,,,,,,0.00,18764605,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON022816627,ACTIVA,NORMAL,ES0031405016160002LB,08/04/2025,08/05/2025,13/05/2025,,,,,749.80,"Av. de Jaume I, 190",Mollet del Vallès,Barcelona,MOLLET DEL VALLÉS,0814 - Mollet Del Vallés,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,2516412,,,0.00,,,0.00,,,0.00,,,"1,167.00",,,829.00,,,807.00,"2,803.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,11.00,,15.00,,4.00,15.00,50.00,50.00,50.00,50.00,50.00,50.00,528.67,170.71,0.00,35.76,14.66,157.46,0.00,0.00,,,907.26,,,,,,,0.00,18723931,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25MSN000139831,ACTIVA,NORMAL,ES0031408196672002LK,08/04/2025,08/05/2025,02/06/2025,,,,,522.91,"Barcelona, 10 bajos",Palamós,Girona,PALAMÓS,1703 - Palamós,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,,,,0.00,,,0.00,,,0.00,,,867.00,,,366.00,,,678.00,"1,911.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,40.00,40.00,40.00,40.00,40.00,40.00,356.35,141.13,0.00,25.43,0.00,109.81,0.00,0.00,,,632.72,,,,,,,0.00,P25MSN000139831,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON022646339,ACTIVA,NORMAL,ES0031406277612002GZ,03/04/2025,08/05/2025,11/05/2025,,,,,38.79,"AUME CASANOVAS 190, BJO-1,","Prat de Llobregat, El",Barcelona,EL PRAT DE LLOBREGAT SOS,0815 - El Prat De Llobregat Sos,ASEPEYO,G08215824,2.0TD,ENDESA,,SIN LECTURA,463900,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,13.20,13.20,0.00,0.00,0.00,0.00,0.00,34.97,0.00,1.81,1.56,8.15,0.00,0.45,,,46.94,,,,,,,0.00,18723922,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON025714736,ACTIVA,NORMAL,ES0031405538628001TX,07/03/2025,06/05/2025,29/05/2025,,,,,"3,254.56","Pl. de l'Estació, 5",Vic,Barcelona,VIC,0811 - Vic,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,95614883,208265,208265,0.00,557126,559203,"2,077.00",250456,252241,"1,785.00",70049,72045,"1,996.00",137248,138954,"1,706.00",193972,201321,"7,349.00","14,913.00",54430,54430,0.00,142298,142461,-29.00,69651,69784,-21.00,19628,19766,-138.00,41897,42021,-124.00,54294,55970,-459.50,-771.50,0,0.00,0,0.00,0,0.00,20,20.00,15,15.00,26,26.00,26.00,50.00,50.00,50.00,50.00,50.00,50.00,"2,733.81",341.42,0.00,157.27,21.30,683.46,0.00,0.76,,,"3,938.02",,,,,,,0.00,18866353,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON022449491,ACTIVA,NORMAL,ES0031104135323002RV,05/04/2025,06/05/2025,10/05/2025,,,,,214.41,"Av. Reina Sofía, s/n., bloque 1",Mérida,Badajoz,MÉRIDA,0603 - Mérida,ASEPEYO,G08215824,2.0TD,ENDESA,,REAL,200057630,,,312.07,,,249.72,,,175.66,,,0.00,,,0.00,,,0.00,737.45,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,13.86,13.86,0.00,0.00,0.00,0.00,169.75,32.51,0.00,10.36,1.39,45.03,0.00,0.40,,,259.44,,,,,,,0.00,18723915,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25MSN000133315,ACTIVA,NORMAL,ES0031405538628001TX,08/03/2025,06/05/2025,22/05/2025,,,,,"3,241.74","Pl. de l'Estació, 5",Vic,Barcelona,VIC,0811 - Vic,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,,,,0.00,,,"2,077.00",,,"1,785.00",,,"1,996.00",,,"1,706.00",,,"7,349.00","14,913.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,50.00,50.00,50.00,50.00,50.00,50.00,"2,733.78",341.42,0.00,157.26,8.52,680.77,0.00,0.76,,,"3,922.51",,,,,,,0.00,P25MSN000133315,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON022449481,ACTIVA,NORMAL,ES0031405290900002WC,05/04/2025,05/05/2025,10/05/2025,,,,,277.05,"RD PONENT 8, BJO,",Sabadell,Barcelona,SABADELL,0810 - Sabadell,ASEPEYO,G08215824,2.0TD,ENDESA,,REAL,538042,,,378.41,,,371.16,,,262.53,,,0.00,,,0.00,,,0.00,"1,012.10",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,15.00,15.00,0.00,0.00,0.00,0.00,227.86,34.06,0.00,13.41,1.34,58.18,0.00,0.38,,,335.23,,,,,,,0.00,18723905,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON031461064,ACTIVA,NORMAL,ES0022000008919523DH,31/03/2025,05/05/2025,04/07/2025,,,,,642.66,"Gl. Poeta Uxio Novoneira, 1",Ferrol,"Coruña, A",FERROL,1502 - Ferrol,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,68076,128859,129271,0.00,398511,399470,0.00,128972,129415,0.00,18075,18162,868.00,53325,53657,595.00,35780,35979,969.00,"2,432.00",11313,11342,0.00,35135,35262,0.00,12593,12711,0.00,2055,2088,0.00,6326,6420,0.00,4301,4367,0.00,0.00,20,20.00,30,30.00,13,13.00,10,10.00,11,11.00,11,11.00,30.00,31.00,50.00,50.00,50.00,50.00,50.00,448.06,163.34,0.00,31.26,0.00,134.96,0.00,0.00,,,777.62,,,,,,,0.00,19014382,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
N25CON002029340,ACTIVA,NORMAL,ES0031601066550008TV,03/04/2025,05/05/2025,09/05/2025,,,,,248.40,"Avda. Marítima, 77 (Edificio Aroda)",Santa Cruz de la Palma,Santa Cruz de Tenerife,SANTA CRUZ DE LA PALMA,3802 - Santa Cruz De La Palma,ASEPEYO,G08215824,2.0TD,ENDESA,,REAL,68033,,,305.19,,,258.80,,,391.99,,,0.00,,,0.00,,,0.00,955.98,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,13.10,13.10,0.00,0.00,0.00,0.00,203.23,31.73,0.00,12.01,1.43,7.51,0.00,0.00,,,255.91,,,,,,,0.00,18735061,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON022816626,ACTIVA,NORMAL,ES0022000008995552AD,02/04/2025,05/05/2025,13/05/2025,,,,,15.24,"Calle Rua José Fariña Ferreño 13, Bajo",Vilagarcía de Arousa,Pontevedra,VILAGARCIA DE AROUSA,3603 - Vilagarcia De Arousa,ASEPEYO,G08215824,2.0TD,ENDESA,,SIN LECTURA,141230691,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,5.75,5.75,0.00,0.00,0.00,0.00,0.00,14.36,0.00,0.00,0.88,3.20,0.00,0.00,,,18.44,,,,,,,0.00,18723930,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON022646341,ACTIVA,NORMAL,ES0031405650793004AQ,04/04/2025,05/05/2025,11/05/2025,,,,,61.82,"AV CATALUNYA 45, 1-1,",Tarragona,Tarragona,TARRAGONA OFICINA,"4301 - TARRAGONA PISO - AV CATALUNYA 45, 1-1,",ASEPEYO,G08215824,2.0TD,ENDESA,,REAL,203901013,,,81.66,,,86.63,,,39.22,,,0.00,,,0.00,,,0.00,207.51,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,4.40,4.40,0.00,0.00,0.00,0.00,47.70,10.32,0.00,2.97,0.83,12.98,0.00,0.00,,,74.80,,,,,,,0.00,18723924,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON022646334,ACTIVA,NORMAL,ES0031103728733024EZ,05/04/2025,04/05/2025,11/05/2025,,,,,164.19,"UR CIUDAD JARDIN 1, MATROBA, LOC-4, N. 52,",San Pedro de Alcantara,Málaga,SAN PEDRO DE ALCÁNTARA,2907 - San Pedro De Alcántara,ASEPEYO,G08215824,2.0TD,ENDESA,,REAL,400348443,,,174.73,,,176.11,,,245.38,,,0.00,,,0.00,,,0.00,596.22,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,13.15,13.15,0.00,0.00,0.00,0.00,125.73,28.87,0.00,7.92,1.30,34.48,0.00,0.37,,,198.67,,,,,,,0.00,18723917,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25MSN000155979,ACTIVA,NORMAL,ES0027700038251023XK,05/04/2025,04/05/2025,30/06/2025,,,,,241.32,"Marqués de la Hermida, 26 A",Santander,Cantabria,SANTANDER,3901 - Santander,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,,,,0.00,,,0.00,,,0.00,,,334.00,,,227.00,,,408.00,969.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,9.00,12.00,12.00,12.00,12.00,34.64,177.64,38.64,0.29,11.40,7.01,50.68,0.00,0.00,,,292.00,,,,,,,6.34,P25MSN000155979,,,,,,,,,,,,,0.00,0.00,0.00,,TRUE,,,
P25CON021231339,ACTIVA,NORMAL,ES0021000007301697CE,31/03/2025,30/04/2025,07/05/2025,,,,,681.13,"Eduardo Saavedra, 65",Soria,Soria,SORIA,4201 - Soria,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,35045700,,,0.00,,,0.00,,,0.00,,,"1,258.00",,,790.00,,,689.00,"2,737.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,17.95,,18.01,,14.98,18.01,29.00,39.00,39.00,39.00,39.00,65.00,520.60,119.89,0.00,32.75,7.89,143.04,0.00,0.00,,,824.17,,,,,,,0.00,18721374,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON020768691,ACTIVA,NORMAL,ES0021000010451115XG,31/03/2025,30/04/2025,05/05/2025,,,,,283.22,CALLE BANDERAS DE CASTILLA Nº2,Talavera de la Reina,Toledo,TALAVERA DE LA REINA,4503 - Talavera De La Reina,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,47520132,,,0.00,,,0.00,,,0.00,,,531.00,,,324.00,,,238.00,"1,093.00",,,0.00,,,0.00,,,0.00,,,244.00,,,157.00,,,0.00,401.00,,0.00,,0.00,,0.00,,15.91,,17.81,,2.19,17.81,11.00,16.00,19.00,19.00,19.00,19.00,209.43,49.42,4.94,13.49,5.94,59.48,0.00,0.00,,,342.70,,,,,,,0.00,18721358,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON025719882,ACTIVA,NORMAL,ES0022000006638356GZ,31/03/2025,30/04/2025,29/05/2025,,,,,517.09,"Alcalá, 463",Madrid,Madrid,CIUDAD LINEAL,2803 - Ciudad Lineal,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,,14431,14431,0.00,33683,33683,0.00,7744,7744,0.00,2175,3124,949.00,4470,5194,724.00,5794,6203,409.00,"2,082.00",4781,4781,0.00,11522,11522,0.00,2353,2353,0.00,209,491,282.00,669,866,197.00,1474,1497,23.00,502.00,0,0.00,0,0.00,0,0.00,21,21.41,26,26.62,15,15.67,26.62,22.00,28.00,28.00,28.00,28.00,66.00,400.07,90.14,0.00,25.06,1.82,108.59,0.00,0.00,,,625.68,,,,,,,0.00,P25CON025719882,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON021231348,ACTIVA,NORMAL,ES0031406104147001RR,31/03/2025,30/04/2025,07/05/2025,,,,,726.95,"Rambla Lluch, 15",Gavà,Barcelona,GAVÁ,0816 - Gavá,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300018976,,,0.00,,,0.00,,,0.00,,,"1,350.00",,,897.00,,,380.00,"2,627.00",,,0.00,,,0.00,,,0.00,,,314.00,,,201.00,,,3.00,518.00,,0.00,,0.00,,0.00,,33.00,,32.00,,8.00,33.00,50.00,50.00,50.00,50.00,50.00,50.00,510.75,170.71,0.00,34.84,10.65,152.66,0.00,0.00,,,879.61,,,,,,,0.00,18721377,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON021231347,ACTIVA,NORMAL,ES0021000002078282VE,31/03/2025,30/04/2025,07/05/2025,,,,,"1,364.76","Vitoria, 54 bjo.",Burgos,Burgos,BURGOS,0901 - Burgos,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49516493,,,0.00,,,0.00,,,0.00,,,"2,169.00",,,"1,561.00",,,"2,313.00","6,043.00",,,0.00,,,0.00,,,0.00,,,839.00,,,551.00,,,475.00,"1,865.00",,0.00,,0.00,,0.00,,54.73,,55.62,,52.88,55.62,38.00,60.00,60.00,60.00,60.00,60.00,"1,116.81",169.31,6.61,66.09,5.94,286.60,0.00,0.00,,,"1,651.36",,,,,,,0.00,18716054,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON020768686,ACTIVA,NORMAL,ES0021000002276644VD,31/03/2025,30/04/2025,05/05/2025,,,,,669.00,"Avda. Hernán Cortés, 36",Cáceres,Cáceres,CÁCERES,1001 - Cáceres,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,35044813,,,0.00,,,0.00,,,0.00,,,"1,130.00",,,929.00,,,674.00,"2,733.00",,,0.00,,,0.00,,,0.00,,,157.00,,,148.00,,,31.00,336.00,,0.00,,0.00,,0.00,,24.42,,31.40,,24.37,31.40,24.00,38.00,38.00,45.00,45.00,45.00,519.45,111.36,0.00,32.25,5.94,140.49,0.00,0.00,,,809.49,,,,,,,0.00,18721357,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
